type, lepton.pt(), lepton.eta(), lepton.phi(), b_jet.pt(), b_jet.eta(), b_jet.phi(), etmiss.et(), etmiss.phi(), InvMass, TransMass, lepton.isTruth()
1, 2.588447e+02, 1.700944e-01, -3.053426e+00, 9.430620e+01, -4.532155e-01, -3.689269e-01, 1.593869e+02, -2.855638e+00, 3.207145e+02, 4.010853e+01, 1
1, 5.754174e+01, -6.632872e-01, -8.684403e-01, 1.465868e+02, 4.581586e-01, 1.245846e+00, 1.497619e+02, 1.164098e-01, 1.939085e+02, 8.777418e+01, 1
1, 8.698139e+01, 6.429109e-02, -2.173282e+00, 6.888460e+02, -3.791139e-01, -2.150380e+00, 2.048286e+02, -2.490448e+00, 1.139757e+02, 4.215738e+01, 1
1, 7.074623e+01, -1.260212e+00, 1.484949e+00, 1.887327e+02, -2.927743e-01, -1.410224e+00, 2.222838e+02, 1.489140e+00, 2.584086e+02, 5.255958e-01, 0
1, 2.009742e+02, 1.101353e+00, 4.339414e-01, 1.789506e+02, 5.781268e-01, 4.358661e-01, 4.538534e+02, 4.050317e-01, 1.036573e+02, 8.730843e+00, 1
1, 1.031531e+02, -1.734899e+00, -6.600600e-02, 1.232446e+02, 1.322648e+00, -2.380792e+00, 1.106082e+02, 5.099347e-01, 5.373843e+02, 6.067272e+01, 1
1, 5.511655e+01, -2.189731e+00, -1.612350e+00, 1.210282e+02, 9.180694e-01, 1.068528e+00, 5.511474e+01, -3.077229e+00, 4.029516e+02, 7.371006e+01, 1
1, 9.874045e+01, 1.977897e+00, 9.793460e-01, 7.797577e+01, -2.141762e+00, -2.971457e+00, 4.040044e+01, 2.141711e+00, 6.962211e+02, 6.935106e+01, 1
1, 6.312327e+01, -4.116856e-02, 3.982097e-01, 1.204725e+02, 8.674590e-01, -2.327471e+00, 1.705354e+02, -2.134877e-02, 1.897158e+02, 4.321201e+01, 1
1, 3.081488e+01, -2.351034e+00, 1.933266e+00, 1.783002e+02, 9.393659e-01, -2.187038e+00, 3.236206e+02, 1.377061e+00, 3.934320e+02, 5.483024e+01, 1
1, 1.127241e+02, 1.230957e+00, -2.831441e+00, 1.150176e+02, -1.966785e+00, 8.473586e-01, 4.434606e+01, -3.115150e+00, 5.833250e+02, 1.999178e+01, 1
1, 3.827613e+01, 1.008280e+00, -9.507545e-01, 9.559043e+01, -5.005860e-01, 2.349042e+00, 1.868045e+02, -5.612567e-02, 1.574740e+02, 7.315091e+01, 1
1, 1.275531e+02, -1.043910e+00, -5.708158e-02, 3.825484e+02, -7.601184e-01, 2.430773e-01, 2.248712e+02, -2.960696e+00, 1.044360e+02, 3.363262e+02, 1
1, 1.299059e+02, -7.311799e-01, 6.160144e-01, 1.626271e+02, -1.271858e+00, 3.152671e-01, 5.504734e+02, 3.067214e-01, 9.266840e+01, 8.237970e+01, 1
1, 4.805684e+02, 2.743955e-01, 2.300000e+00, 9.110072e+02, 7.377684e-02, -9.554459e-01, 1.067660e+02, 2.258393e+00, 1.337365e+03, 9.423953e+00, 1
1, 5.362683e+02, 1.406943e+00, -3.757786e-01, 3.684676e+02, -7.249266e-02, 2.773254e+00, 1.123817e+02, -5.313883e-01, 1.148989e+03, 3.816256e+01, 1
1, 2.061070e+02, -3.954257e-01, -5.809213e-01, 9.574743e+01, -4.796470e-01, -9.473608e-03, 6.159775e+02, -4.286517e-01, 8.242567e+01, 5.420287e+01, 1
1, 2.331809e+02, -2.824089e-01, 9.613573e-01, 3.016915e+02, -7.195095e-01, 7.284574e-01, 3.797257e+01, 1.176852e-01, 1.336274e+02, 7.705446e+01, 1
1, 4.970899e+01, 1.524465e+00, -1.057887e-01, 1.030216e+02, 8.497055e-01, -5.610594e-01, 5.117618e+02, -2.612615e-02, 6.117901e+01, 1.270254e+01, 1
1, 1.381884e+02, 2.136147e-01, 1.416987e+00, 2.546971e+02, -1.382179e+00, -2.503253e+00, 1.853143e+02, 1.234898e+00, 4.809897e+02, 2.909869e+01, 1
1, 1.305251e+02, 5.271667e-01, 2.353600e+00, 1.753365e+02, 3.777598e-01, 1.904809e+00, 5.722994e+02, 2.309561e+00, 7.300863e+01, 1.203542e+01, 1
1, 2.343247e+02, 8.487757e-01, 2.604822e+00, 1.583094e+02, -1.415311e+00, -1.269518e+00, 2.027967e+02, -2.896850e+00, 6.457693e+02, 1.660607e+02, 1
1, 6.960533e+01, -1.190117e+00, 4.082929e-01, 1.006116e+02, 1.864946e-01, -3.024374e+00, 3.912177e+02, 6.667526e-01, 2.085762e+02, 4.253181e+01, 1
1, 4.147617e+02, 4.189188e-01, 2.840620e-01, 5.390717e+01, 1.332289e+00, 7.824824e-01, 4.572701e+02, -2.762879e+00, 1.617159e+02, 8.700198e+02, 1
1, 1.881088e+02, -8.734563e-01, -2.346542e+00, 4.799164e+01, -7.638344e-01, -2.906231e+00, 4.635417e+02, -2.710985e+00, 5.715122e+01, 1.070217e+02, 1
1, 1.169093e+02, -9.788484e-01, 5.146434e-01, 6.834604e+01, -4.727058e-01, -9.133304e-01, 5.265373e+01, -1.401139e-01, 1.272253e+02, 5.045844e+01, 1
1, 6.586243e+01, -4.230289e-01, 2.860023e-01, 4.000531e+02, 1.456070e+00, -2.813284e+00, 3.795793e+02, -3.273847e-01, 4.825363e+02, 9.547175e+01, 1
1, 3.462358e+01, -3.842106e-01, -7.770207e-01, 1.582572e+02, -7.281610e-02, -2.468363e+00, 1.278965e+02, -2.593096e+00, 1.146959e+02, 1.049145e+02, 1
1, 6.700144e+01, 1.965072e+00, 7.360845e-01, 3.061587e+02, 2.017061e+00, 3.347247e-01, 1.659507e+02, 7.585027e-01, 6.243312e+01, 2.363875e+00, 1
1, 3.107232e+01, 8.604402e-01, 1.512223e+00, 5.605971e+01, -3.920321e-01, 2.795760e+00, 4.664785e+02, 7.520850e-01, 7.573222e+01, 8.932823e+01, 1
1, 1.817023e+02, 8.913761e-01, 2.685154e+00, 8.819663e+02, -1.216139e-01, -3.256047e-01, 5.747052e+01, 1.800226e-01, 9.152096e+02, 1.941157e+02, 1
1, 1.385691e+02, -5.222016e-01, 2.550149e+00, 6.384323e+01, -1.184449e+00, 2.966154e+00, 2.088897e+02, 2.858948e+00, 7.521457e+01, 5.232880e+01, 1
1, 7.988261e+01, -7.012219e-01, -2.110887e+00, 3.905918e+01, 3.105235e-01, -2.741562e+00, 1.107452e+02, 2.574071e+00, 6.959998e+01, 1.348277e+02, 1
1, 3.093645e+01, -2.565499e-01, -3.111903e+00, 6.436736e+02, -3.679353e-01, 2.315538e+00, 8.768771e+01, 1.304885e+00, 1.255042e+02, 8.370196e+01, 1
1, 9.688861e+01, -9.874121e-01, 3.848174e-01, 4.739464e+01, -1.376562e+00, -2.005131e+00, 8.531106e+01, -1.624855e-01, 1.296597e+02, 4.913974e+01, 1
1, 4.050032e+02, 5.620174e-01, 1.172275e+00, 3.908871e+02, -1.501485e-01, -2.359085e+00, 2.955627e+02, -2.378091e+00, 8.333761e+02, 6.775620e+02, 1
1, 1.805358e+02, -2.057543e-01, 2.998747e+00, 5.651269e+01, 2.872458e-01, 2.697723e+00, 7.757482e+02, 3.043499e+00, 6.206282e+01, 1.674624e+01, 1
1, 2.480536e+02, -1.711431e+00, 2.612287e-01, 6.288080e+01, -2.381029e+00, 2.621747e-01, 3.464547e+02, 5.087190e-01, 8.583406e+01, 7.236780e+01, 1
1, 8.483236e+01, -4.095194e-01, 6.929163e-01, 2.400677e+02, 1.381940e+00, -2.988653e+00, 5.513492e+02, 4.002074e-01, 4.011374e+02, 6.307810e+01, 1
1, 6.643554e+01, 6.948804e-01, 1.249545e+00, 1.889135e+02, -7.701893e-01, -1.759749e+00, 7.255321e+01, -1.501601e+00, 2.872473e+02, 1.362164e+02, 1
1, 2.770016e+02, 7.657124e-01, 2.934750e+00, 6.878695e+01, -8.226971e-02, 2.985373e+00, 2.274748e+02, -3.061496e+00, 1.228469e+02, 7.178055e+01, 1
1, 1.293815e+02, 7.044989e-01, 4.969916e-01, 2.900488e+01, 1.918733e+00, -9.367099e-01, 1.185143e+02, 3.107091e+00, 1.131057e+02, 2.389639e+02, 1
1, 1.273509e+02, -6.890975e-01, 6.645454e-01, 1.003975e+02, 1.910938e+00, 2.982605e+00, 2.528469e+02, 5.594057e-01, 4.367330e+02, 1.885802e+01, 1
1, 9.297830e+01, 1.224623e+00, 2.467816e+00, 3.685600e+01, -1.121583e+00, -1.621461e+00, 1.178589e+02, 1.064928e+00, 2.008478e+02, 1.351070e+02, 1
1, 3.307158e+02, -1.049345e+00, 1.061396e+00, 2.747330e+01, -1.083507e+00, 2.728901e-01, 7.808751e+02, 8.465322e-01, 7.572914e+01, 1.089795e+02, 1
1, 4.270062e+01, 1.648326e+00, -2.538588e+00, 1.271636e+02, -1.861733e+00, 1.845711e+00, 2.548913e+02, -2.418835e+00, 4.306958e+02, 1.248586e+01, 1
1, 8.325071e+01, 1.052048e+00, 3.088653e+00, 7.603216e+01, 1.663964e+00, 2.483175e+00, 7.922180e+01, -2.368996e+00, 6.942099e+01, 6.515526e+01, 1
1, 8.428649e+01, 1.494676e-01, 1.308519e+00, 6.871247e+02, -7.271203e-01, -1.928493e+00, 1.703824e+02, 1.361103e+00, 5.465636e+02, 6.300739e+00, 1
1, 1.724047e+02, -6.630343e-01, -1.425061e+00, 1.081105e+02, 1.423937e+00, 2.288058e+00, 3.567502e+02, -1.152179e+00, 4.291794e+02, 6.746587e+01, 1
1, 2.452864e+02, -8.203191e-01, 1.803521e+00, 5.155580e+01, -1.813845e+00, 2.115237e+00, 1.037836e+02, 2.685291e+00, 1.225724e+02, 1.361740e+02, 1
1, 6.360423e+01, 1.275883e+00, 1.668981e+00, 3.780183e+02, 8.570178e-01, 2.228572e+00, 3.143939e+02, 2.192540e+00, 1.087239e+02, 7.319379e+01, 1
1, 1.135915e+02, -2.711026e-01, 1.817604e+00, 3.381182e+02, -1.911170e-01, 1.359823e+00, 2.281249e+02, 1.290161e+00, 9.662614e+01, 8.392457e+01, 1
1, 5.854436e+01, -5.323682e-01, -3.141259e+00, 2.920646e+01, 4.471769e-02, 3.724231e-01, 8.166386e+02, 3.105308e+00, 8.561551e+01, 8.006134e+00, 1
1, 2.248922e+02, -1.247007e+00, 8.788160e-01, 1.497700e+02, 4.680465e-01, -2.206428e+00, 1.476209e+02, 1.387339e+00, 5.111671e+02, 9.166040e+01, 1
1, 8.348009e+01, -1.702076e+00, 1.843630e+00, 1.716215e+02, -1.023782e+00, 2.806953e+00, 6.434188e+01, 2.964378e+00, 1.412116e+02, 7.790652e+01, 1
1, 2.762999e+01, -3.651867e-02, 1.083444e+00, 5.009314e+02, -6.210739e-02, 1.582731e+00, 2.447953e+02, 1.484106e+00, 7.406971e+01, 3.273120e+01, 1
1, 1.453314e+02, -1.293319e+00, -8.794666e-01, 2.978438e+02, -1.097047e+00, -4.743701e-01, 7.482038e+01, -1.420543e+00, 1.018466e+02, 5.573625e+01, 1
1, 3.835122e+01, 1.181863e+00, -6.161292e-01, 1.044079e+02, 1.610092e+00, -9.690287e-01, 1.903255e+02, 1.487339e-01, 3.876290e+01, 6.376517e+01, 1
1, 1.186715e+02, 1.034534e+00, 1.570062e+00, 1.036220e+02, 1.385647e+00, 1.894973e+00, 4.146258e+02, 1.815868e+00, 5.427966e+01, 5.438760e+01, 1
1, 3.676207e+02, -6.051705e-01, 2.132600e+00, 1.717579e+02, 1.146486e+00, -1.046915e+00, 6.177916e+01, 1.658561e+00, 7.083979e+02, 7.077204e+01, 1
1, 2.721843e+02, 4.858299e-01, 1.924645e+00, 5.243433e+01, 6.521049e-01, -1.164958e+00, 5.852738e+02, 1.977726e+00, 2.404264e+02, 2.118354e+01, 1
1, 6.104733e+01, 4.009199e-01, 8.326306e-02, 3.832428e+02, 5.974614e-01, -3.906484e-01, 2.814768e+02, -2.095580e-01, 9.973557e+01, 3.824760e+01, 1
1, 1.463902e+02, -3.803894e-01, -2.778168e+00, 2.533753e+02, -2.452807e-01, -2.330998e+00, 5.720122e+02, -2.443319e+00, 9.089735e+01, 9.644426e+01, 1
1, 1.049250e+02, 1.683071e+00, -1.813127e-01, 7.983640e+01, -9.560117e-01, 1.498930e+00, 9.652135e+01, -1.366695e+00, 3.468040e+02, 1.124291e+02, 1
1, 2.499451e+02, -2.181512e-01, -1.278366e+00, 7.351873e+01, 4.603122e-01, 1.351488e+00, 4.655713e+02, -1.400005e+00, 2.800988e+02, 4.146896e+01, 1
1, 2.654264e+02, -1.811407e+00, -1.193786e+00, 3.232235e+01, 1.898653e-01, 1.744123e+00, 5.595387e+01, -2.153000e+00, 2.871927e+02, 1.124666e+02, 1
1, 3.351602e+02, -1.717569e+00, -1.050005e+00, 9.073302e+01, 1.632476e+00, -3.000184e+00, 1.653123e+02, 3.047321e+00, 9.442882e+02, 4.180335e+02, 1
1, 9.216145e+01, 4.716393e-02, -4.622793e-01, 9.858962e+01, -3.836878e-01, -5.264040e-01, 7.069669e+02, -5.190181e-01, 4.465422e+01, 1.448092e+01, 1
1, 1.145721e+02, -8.966482e-01, 1.592258e+00, 9.288575e+01, -4.489899e-01, -2.312603e+00, 6.138721e+02, 1.634081e+00, 1.981941e+02, 1.109059e+01, 1
1, 8.155404e+01, -1.594272e+00, 2.623294e+00, 1.769010e+02, 1.045289e+00, -6.039675e-01, 4.595678e+02, 2.605502e+00, 4.817166e+02, 3.444514e+00, 1
1, 2.499607e+02, -1.323938e+00, 1.448521e+00, 7.395384e+01, -1.940958e+00, 1.739026e+00, 2.362740e+02, -1.275220e+00, 9.525201e+01, 4.754728e+02, 1
1, 3.607708e+01, -4.731279e-01, -2.268906e+00, 4.554320e+02, 1.809599e-01, -1.271188e+00, 1.372079e+02, -1.886812e+00, 1.548365e+02, 2.671962e+01, 1
1, 2.657539e+02, 8.211381e-01, -2.801438e+00, 1.052968e+02, 1.308504e+00, -2.632236e+00, 2.546663e+02, -2.988413e+00, 8.844810e+01, 4.857086e+01, 1
1, 9.062105e+01, 7.523650e-01, -1.060966e+00, 1.041507e+02, -2.203955e+00, 2.419686e+00, 1.094004e+02, -4.356806e-01, 4.472203e+02, 6.124974e+01, 1
1, 4.037751e+01, -6.867197e-01, -1.720977e+00, 7.593200e+01, -1.016387e+00, 1.674369e+00, 2.150548e+02, 1.216712e+00, 1.116984e+02, 1.854015e+02, 1
1, 4.626999e+02, -4.101325e-01, 2.748154e+00, 4.043216e+02, 8.228273e-01, -6.859103e-01, 3.612981e+02, 2.523489e+00, 1.028102e+03, 9.166501e+01, 1
1, 7.404414e+01, -2.876971e-01, 1.856904e+00, 1.227954e+02, 1.241993e+00, -1.611006e+00, 3.060195e+02, 1.628143e+00, 2.474201e+02, 3.436012e+01, 1
1, 8.709835e+01, -2.350101e+00, -9.308568e-01, 1.900289e+02, -1.482587e+00, -4.657473e-01, 1.990382e+02, -5.057591e-01, 1.344693e+02, 5.555037e+01, 1
1, 3.207671e+01, 2.912067e-01, -1.750773e-01, 1.088747e+02, -6.290835e-01, 5.153193e-01, 4.510772e+01, 1.858994e+00, 7.048198e+01, 6.470706e+01, 1
1, 9.979419e+01, 2.917840e-01, 1.680261e+00, 6.506038e+01, 1.592621e-02, -2.639179e+00, 4.361366e+01, -2.987392e+00, 1.370568e+02, 9.536284e+01, 1
1, 8.062786e+01, 3.611033e-01, 5.915232e-01, 3.901799e+02, 6.040575e-01, 9.285343e-01, 8.866490e+01, 1.559727e+00, 7.807349e+01, 7.870232e+01, 1
1, 1.162784e+02, 6.594880e-01, -2.397174e-01, 3.482168e+02, -1.333437e+00, 3.029148e+00, 1.685562e+02, 2.712791e-01, 6.197695e+02, 7.076271e+01, 1
1, 8.103614e+01, 5.170926e-01, 4.931785e-01, 1.696335e+02, 1.323187e+00, 4.450551e-01, 1.841367e+02, 8.028123e-01, 9.966331e+01, 3.767226e+01, 1
1, 4.241916e+01, 4.762106e-01, 2.886428e+00, 1.600937e+02, -1.480796e+00, -1.545786e-01, 8.564915e+01, -9.222940e-01, 2.505681e+02, 1.139068e+02, 1
1, 3.688096e+01, 7.109492e-02, 8.878908e-03, 8.696804e+02, -4.449705e-01, 2.649646e+00, 3.143261e+02, -6.855522e-01, 3.706897e+02, 7.327551e+01, 1
1, 3.517228e+01, 3.823938e-01, 5.139790e-01, 4.027378e+02, -5.331401e-02, -4.304870e-01, 4.228542e+02, -2.869683e-01, 1.319114e+02, 9.508853e+01, 1
1, 4.424406e+02, -1.431728e+00, -1.534948e+00, 6.210055e+01, -9.586613e-01, -2.091344e+00, 6.195524e+01, -3.567286e-01, 1.235413e+02, 1.839819e+02, 1
1, 3.025793e+01, 9.895508e-01, 1.158370e+00, 6.900448e+02, 2.435337e-01, 1.003448e+00, 1.969886e+02, -2.785671e+00, 1.185312e+02, 1.421456e+02, 1
1, 4.175548e+01, -9.457966e-01, -2.849041e+00, 1.273413e+02, 3.623914e-02, -2.723893e+00, 2.614627e+02, -1.384618e+00, 7.713021e+01, 1.397022e+02, 1
1, 1.164390e+02, -2.497739e-01, -6.007940e-01, 7.496234e+02, 4.394569e-01, 2.078380e+00, 1.413656e+02, -8.679685e-01, 6.270741e+02, 3.417619e+01, 1
1, 5.337120e+02, 7.381542e-01, -2.614838e+00, 7.677334e+02, -7.273424e-01, 4.940187e-01, 2.509776e+02, -2.766791e+00, 1.646369e+03, 5.555983e+01, 1
1, 1.558214e+02, 1.262365e+00, -6.322269e-01, 1.130809e+02, 8.047343e-01, -1.099730e+00, 1.056521e+02, -7.151280e-01, 8.916136e+01, 1.063381e+01, 1
1, 6.465673e+01, 9.800067e-01, -1.560823e+00, 1.694430e+02, 4.146275e-01, 1.951753e+00, 2.803228e+02, -1.498567e+00, 2.163276e+02, 8.380138e+00, 0
1, 3.731470e+01, 1.907435e+00, 1.194678e+00, 7.227748e+02, -1.493618e-01, -2.659401e+00, 1.374230e+02, 4.350521e-01, 5.260703e+02, 5.309784e+01, 1
1, 3.188508e+02, 2.897519e-01, 2.570956e+00, 2.694396e+01, -9.624032e-01, 2.281097e-01, 3.806019e+02, 2.762262e+00, 2.116983e+02, 6.654197e+01, 1
1, 7.087136e+01, -5.133083e-01, -1.451795e-01, 7.626706e+01, -3.909808e-02, 3.050206e+00, 7.155766e+01, 1.408449e+00, 1.522634e+02, 9.984315e+01, 1
1, 8.350024e+01, 1.602737e-01, -1.814971e-01, 3.498096e+02, -2.494569e-01, -4.962642e-01, 4.357905e+02, -6.104991e-01, 9.681536e+01, 8.120945e+01, 1
1, 5.444333e+01, 1.976339e+00, 2.820825e+00, 6.759646e+01, -1.061273e+00, -2.348331e+00, 9.635264e+01, 1.680465e+00, 2.721323e+02, 7.819052e+01, 1
1, 7.838566e+01, 1.801671e+00, -2.092408e+00, 4.076234e+01, 8.900886e-01, 2.878931e+00, 3.072189e+01, -9.581614e-01, 8.931045e+01, 5.272477e+01, 1
1, 2.843877e+02, -7.248837e-01, 3.345983e-01, 8.634924e+01, -1.384724e-01, -2.352158e+00, 5.986911e+02, 4.114066e-01, 3.194960e+02, 3.168532e+01, 1
1, 4.780338e+01, -1.185392e+00, -1.018547e+00, 6.680294e+01, -7.642183e-01, -1.711154e+00, 8.032778e+02, -1.270071e+00, 4.962572e+01, 4.915836e+01, 1
1, 2.742788e+02, -1.884943e+00, -2.936305e+00, 1.327913e+02, 8.747906e-02, 3.671255e-01, 5.473585e+01, -7.632862e-01, 5.863783e+02, 2.168747e+02, 1
1, 1.219396e+02, 8.445508e-01, -2.506115e+00, 7.830752e+01, 1.985384e+00, 4.154075e-01, 9.251728e+01, -2.816168e+00, 2.280698e+02, 3.280036e+01, 1
1, 1.656699e+02, -1.898270e+00, 2.057901e+00, 2.896934e+02, 3.991500e-01, -7.921034e-01, 9.101958e+01, -1.329084e+00, 7.588546e+02, 2.437485e+02, 1
1, 5.237936e+02, 2.448905e-01, -2.182910e-01, 8.870869e+01, 7.023576e-01, -5.472173e-01, 2.209161e+02, -3.482430e-01, 1.249082e+02, 4.417445e+01, 1
1, 9.282863e+01, -1.405939e-01, 2.493299e+00, 7.816466e+01, 1.367428e+00, 4.632411e-01, 3.185881e+01, 1.421308e+00, 2.022155e+02, 5.554556e+01, 1
1, 1.582599e+02, -7.992145e-01, 1.247856e+00, 2.968155e+02, 2.114314e+00, -2.169915e+00, 1.914249e+02, 9.012320e-01, 9.793036e+02, 6.002973e+01, 1
1, 6.225698e+01, 1.560338e+00, -2.220612e+00, 2.688567e+02, 1.444951e+00, -1.771726e+00, 5.542455e+01, 2.533777e+00, 6.392225e+01, 8.131029e+01, 1
1, 1.329196e+02, -1.247066e+00, -2.683002e+00, 1.463782e+02, 1.277962e+00, 1.099363e+00, 2.339025e+02, -1.712908e+00, 5.256415e+02, 1.644224e+02, 1
1, 4.267129e+02, -1.358121e+00, 2.452690e+00, 1.825978e+02, 7.931353e-01, -1.073603e+00, 2.786462e+02, 2.215273e+00, 9.076615e+02, 8.167452e+01, 1
1, 1.805153e+02, -5.266563e-01, 1.649448e+00, 2.983340e+02, 8.394170e-01, 3.669255e-01, 3.539695e+01, 2.754036e+00, 4.415049e+02, 8.387502e+01, 1
1, 1.374595e+02, 1.550511e+00, -2.537582e-02, 9.308652e+01, 2.188131e+00, -2.297383e-01, 2.774078e+02, 1.412551e-01, 7.764003e+01, 3.250122e+01, 1
1, 8.191127e+01, 1.799770e+00, 5.579435e-01, 1.139621e+02, 2.155468e+00, 9.574319e-01, 2.078873e+02, 9.076981e-02, 5.455193e+01, 6.040983e+01, 0
1, 4.775193e+01, 1.643592e+00, -4.363646e-01, 5.525557e+01, 8.565897e-01, 2.755019e+00, 1.133043e+02, 1.255840e+00, 1.118556e+02, 1.101433e+02, 1
1, 7.738704e+01, 1.323391e+00, -1.388435e+00, 6.051125e+01, -6.958672e-01, 1.698267e+00, 1.040960e+02, -2.648547e+00, 2.130707e+02, 1.057637e+02, 1
1, 6.345272e+01, 1.791178e+00, 2.896365e+00, 2.284454e+02, -8.055382e-01, -2.834232e-01, 3.285435e+02, 3.005393e+00, 4.747289e+02, 1.573414e+01, 1
1, 6.131554e+02, -1.717635e-01, -7.082348e-02, 9.155780e+01, 3.103046e-01, 2.795799e+00, 2.229839e+02, -3.709673e-02, 4.854405e+02, 1.247027e+01, 1
1, 1.547088e+02, 7.068170e-02, 2.755320e+00, 1.570354e+02, -6.835755e-01, -5.324956e-01, 5.110120e+01, 1.535037e-01, 3.348829e+02, 1.713919e+02, 1
1, 6.970207e+01, -6.215351e-01, -2.342023e+00, 1.213411e+02, 1.927788e+00, 1.858056e+00, 2.689487e+02, -1.670153e+00, 3.428769e+02, 9.026996e+01, 1
1, 3.041665e+02, -4.446415e-01, 2.563760e+00, 1.650272e+02, 9.244884e-01, -8.545620e-01, 3.677623e+02, 2.400171e+00, 5.543806e+02, 5.465245e+01, 1
1, 2.104462e+02, 6.132548e-01, -1.911546e+00, 4.960538e+02, -1.099480e-01, 8.570582e-01, 3.142922e+02, -2.025663e+00, 6.794457e+02, 2.933280e+01, 1
1, 4.926567e+02, -3.039920e-01, 2.963458e+00, 3.143630e+02, 1.486199e+00, -5.353695e-01, 2.107654e+02, 2.739551e+00, 1.116653e+03, 7.199990e+01, 1
1, 3.381695e+01, 1.191307e+00, 1.832941e+00, 1.629140e+02, 7.754601e-01, 2.686997e+00, 5.049800e+02, 2.245449e+00, 7.171686e+01, 5.352455e+01, 1
1, 1.403418e+02, 4.267195e-01, 1.759076e+00, 1.759848e+02, 7.440233e-01, 2.341697e+00, 3.844242e+02, 2.081685e+00, 1.083634e+02, 7.460885e+01, 1
1, 3.239711e+01, -2.218555e-01, 2.250236e+00, 9.290656e+02, 2.610196e-01, -9.109029e-01, 4.139208e+02, 2.007463e+00, 3.817029e+02, 2.804436e+01, 1
1, 2.780508e+02, 3.478650e-01, 4.300571e-01, 1.569837e+02, 7.834803e-01, 1.893481e-01, 1.282168e+02, 3.259814e-01, 1.086999e+02, 1.964210e+01, 1
1, 2.081969e+02, -5.897163e-01, 7.803586e-01, 2.886133e+02, -1.155139e-01, 9.285614e-01, 1.246257e+02, 1.093453e-01, 1.329466e+02, 1.060702e+02, 1
1, 1.169889e+02, 6.868585e-01, -2.078614e+00, 6.041849e+02, -1.547313e+00, 1.153422e+00, 5.365362e+02, -2.099701e+00, 9.057493e+02, 5.283017e+00, 1
1, 3.055482e+02, -4.281268e-01, 2.866422e+00, 8.422368e+02, 2.347195e-01, -2.908672e-01, 3.098647e+02, 2.878145e+00, 1.086401e+03, 3.607219e+00, 1
1, 5.032023e+01, 7.193398e-01, 9.669582e-01, 3.882410e+02, 6.431017e-02, 1.047088e+00, 4.598222e+02, 8.281679e-01, 1.005019e+02, 2.109487e+01, 1
1, 2.293557e+02, 1.178591e+00, 1.265342e+00, 2.247792e+02, 1.309562e+00, 6.755377e-01, 2.096697e+02, 8.973087e-01, 1.403004e+02, 8.025210e+01, 1
1, 5.278301e+01, 1.287509e+00, 6.282996e-01, 2.246311e+02, 1.096012e+00, 1.275418e-01, 1.130254e+02, -5.173104e-01, 6.250451e+01, 8.372547e+01, 1
1, 1.613916e+02, 3.339837e-01, -2.998857e+00, 9.587138e+01, 1.985093e-01, -2.524942e+00, 4.728776e+02, -3.025829e+00, 6.302121e+01, 7.451152e+00, 1
1, 4.930968e+01, 1.769754e+00, -1.003866e-01, 4.904932e+01, -1.245935e+00, 9.303654e-01, 1.639419e+02, -1.181557e+00, 2.171992e+02, 9.254284e+01, 1
1, 3.579974e+01, 2.962965e-01, -1.446323e+00, 2.665530e+02, 9.643326e-03, -2.130720e+00, 5.086974e+02, -2.029926e+00, 7.359708e+01, 7.764374e+01, 1
1, 3.992105e+02, -7.590471e-01, -1.074779e+00, 6.149913e+01, -4.758471e-01, -1.644251e+00, 1.802259e+02, 2.227981e+00, 1.029977e+02, 5.347219e+02, 1
1, 2.140671e+02, 4.543041e-01, 3.311183e-01, 8.976085e+01, -7.090172e-03, 5.186611e-01, 7.071781e+02, 5.240063e-01, 7.099617e+01, 7.493265e+01, 1
1, 1.767837e+02, 1.219687e+00, 2.954211e+00, 5.285366e+01, 1.294999e+00, 2.341359e+00, 3.861483e+02, 3.113082e+00, 5.988513e+01, 4.146521e+01, 1
1, 2.592399e+02, 7.964451e-01, -9.836442e-01, 3.629790e+02, 6.870336e-01, -1.393274e+00, 5.745799e+01, -2.941203e+00, 1.332515e+02, 2.025528e+02, 1
1, 6.993808e+01, -1.659872e+00, 2.281427e+00, 2.294469e+02, -1.021631e+00, 3.132714e+00, 1.880349e+02, 2.824475e+00, 1.362983e+02, 6.151276e+01, 1
1, 1.704624e+02, -1.093936e+00, 7.705594e-01, 1.732467e+02, -1.202156e+00, 2.646695e-01, 3.526411e+01, 5.502413e-01, 8.955349e+01, 1.704716e+01, 1
1, 5.973640e+01, 1.233686e-01, -7.028201e-01, 2.222221e+02, -7.530990e-01, -5.550247e-01, 4.111361e+02, -5.929548e-01, 1.073236e+02, 1.720895e+01, 1
1, 3.392709e+01, -1.290930e+00, -1.362347e+00, 1.303689e+02, -5.635918e-01, -2.115798e+00, 1.617806e+02, -1.153832e+00, 7.143978e+01, 1.542009e+01, 1
1, 1.406125e+02, 1.772481e+00, 1.958667e+00, 2.081873e+02, 1.170220e+00, 2.425724e+00, 9.776316e+01, 1.410600e+00, 1.359028e+02, 6.345764e+01, 1
1, 1.860734e+02, 9.612515e-01, 2.080877e+00, 2.605516e+02, 1.344347e+00, 1.691803e+00, 2.400505e+02, -1.843261e+00, 1.246861e+02, 3.907463e+02, 1
1, 1.309292e+02, -1.379324e+00, -1.406473e+00, 2.149411e+02, -7.799028e-01, -1.744914e+00, 1.568792e+02, 1.379347e+00, 1.206310e+02, 2.821130e+02, 1
