type, lepton.pt(), lepton.eta(), lepton.phi(), b_jet.pt(), b_jet.eta(), b_jet.phi(), etmiss.et(), etmiss.phi(), InvMass, TransMass, lepton.isTruth()
1, 3.291428e+01, 2.622053e-01, 2.939817e+00, 9.717079e+01, -1.668307e+00, 1.757759e-01, 6.701862e+01, 2.988244e+00, 1.693146e+02, 2.274205e+00, 1
1, 6.055501e+01, 2.820345e-01, -1.113392e+00, 2.152719e+02, 1.036752e+00, 2.199144e+00, 8.164920e+01, -2.540826e+00, 2.449481e+02, 9.206380e+01, 1
1, 8.532118e+01, 2.660373e-01, 4.639391e-01, 6.436344e+01, 6.640815e-01, -1.456114e+00, 6.883065e+02, 6.282539e-01, 1.259511e+02, 3.977474e+01, 1
1, 2.935003e+01, -8.422507e-01, 1.993371e+00, 1.316429e+02, -1.977255e+00, -2.153372e+00, 2.148992e+02, 1.425935e+00, 1.324459e+02, 4.446272e+01, 1
1, 9.471269e+01, 1.232333e+00, 2.423385e-01, 5.928017e+02, 1.047248e+00, -1.968312e-01, 1.163234e+02, -5.346092e-01, 1.264823e+02, 7.951529e+01, 1
1, 1.065711e+02, 7.917204e-01, -1.702601e+00, 1.440253e+02, 1.853699e-01, -1.425632e+00, 2.013676e+02, -1.163979e+00, 9.137341e+01, 7.795350e+01, 0
1, 4.156375e+01, -8.137413e-01, 1.240865e+00, 2.242082e+02, -1.171766e+00, 1.432282e+00, 6.548966e+01, -1.111062e-01, 4.192815e+01, 6.528548e+01, 1
1, 3.044490e+02, -3.853868e-01, 7.728088e-01, 1.388085e+02, -8.805446e-01, 1.034651e+00, 1.413208e+02, 5.475168e-01, 1.194468e+02, 4.663234e+01, 1
1, 3.568262e+01, 1.120057e+00, 1.140906e+00, 1.588330e+02, -9.057724e-01, -2.679622e+00, 3.572398e+02, 1.257801e+00, 2.309342e+02, 1.319035e+01, 1
1, 3.479147e+02, -1.660994e-01, 9.350809e-01, 6.628313e+01, 1.919108e+00, -1.400568e+00, 5.671560e+01, 2.233553e+00, 4.695252e+02, 1.698518e+02, 1
1, 1.032108e+02, 3.684712e-01, 3.062504e+00, 8.387641e+01, 8.158141e-01, -2.381969e+00, 3.443625e+02, -2.742405e+00, 8.769211e+01, 8.931041e+01, 1
1, 1.041649e+02, -1.133731e-01, -4.250860e-01, 7.116204e+02, 3.460775e-01, -1.836596e-01, 1.607401e+02, -2.079548e+00, 1.537399e+02, 1.904873e+02, 1
1, 5.738530e+01, 5.762839e-01, -9.337932e-01, 3.747339e+02, 2.928332e-01, -1.616254e+00, 4.180447e+02, -1.311764e+00, 1.084060e+02, 5.819449e+01, 1
1, 2.045516e+02, -4.278104e-01, -7.527472e-01, 1.836845e+02, 1.356039e+00, 2.272953e+00, 2.073346e+02, 2.471921e+00, 5.525389e+02, 4.115215e+02, 1
1, 1.006090e+02, 3.804187e-01, 2.499169e+00, 1.142186e+02, -2.323158e+00, -1.042052e+00, 4.845589e+01, 1.510452e+00, 4.401958e+02, 6.625639e+01, 1
1, 2.542434e+01, 7.826589e-02, 4.966632e-01, 6.708883e+01, -3.277279e-01, -1.031539e-02, 6.627979e+01, 2.776021e+00, 2.985178e+01, 7.458818e+01, 1
1, 1.870079e+02, -7.275255e-01, 2.354628e+00, 1.356307e+02, 2.137939e+00, -5.380419e-02, 1.011519e+02, -2.713151e+00, 6.962138e+02, 1.570617e+02, 1
1, 2.022223e+02, 1.255088e+00, -1.607265e+00, 1.188232e+02, 6.858861e-01, -1.313122e+00, 4.432738e+02, -1.440574e+00, 1.022372e+02, 4.984943e+01, 0
1, 3.129846e+02, -8.660209e-01, -1.274286e+00, 5.076055e+01, -2.122486e-01, -9.755975e-01, 1.122184e+02, -1.360824e+00, 9.334715e+01, 1.621321e+01, 1
1, 3.543500e+02, -7.502914e-02, -1.909535e+00, 4.320901e+02, -9.175666e-01, 1.225864e+00, 3.143759e+02, -1.840793e+00, 8.551335e+02, 2.293889e+01, 1
1, 1.218470e+02, 5.453581e-01, -2.128632e+00, 4.260413e+02, 3.302466e-01, -2.688674e+00, 1.063288e+02, 3.620709e-01, 1.378235e+02, 2.156979e+02, 1
1, 9.847113e+01, -1.817207e+00, -6.307281e-01, 4.356376e+01, -2.305753e+00, -4.441993e-02, 1.808784e+02, -5.948520e-01, 5.049629e+01, 4.787730e+00, 1
1, 3.464152e+02, -8.701451e-01, -1.948519e+00, 2.446373e+02, 7.022070e-01, 1.056049e+00, 8.990004e+01, -1.848487e+00, 7.713401e+02, 1.764550e+01, 1
1, 1.817660e+02, 4.551245e-01, -1.060060e+00, 8.743544e+01, -3.095208e-01, 1.694053e+00, 2.389225e+02, -9.882206e-01, 2.670720e+02, 1.496774e+01, 1
1, 8.592510e+01, -1.398275e-01, 1.127420e+00, 4.876241e+02, -3.752279e-01, 5.299319e-01, 4.052384e+02, 7.462639e-01, 1.336825e+02, 7.069451e+01, 1
1, 6.518036e+01, -2.160841e-01, -2.832883e-01, 1.096549e+02, -1.113902e+00, 3.116158e+00, 5.303827e+01, 6.102943e-01, 1.855270e+02, 5.080906e+01, 1
1, 9.003262e+01, 1.780346e+00, -2.373557e+00, 7.870899e+01, -2.946842e-01, -1.708602e-01, 3.129062e+02, -2.637381e+00, 2.574699e+02, 4.415316e+01, 1
1, 8.625085e+01, -5.161421e-01, -1.330298e+00, 3.443435e+02, -1.533127e-01, 1.950211e+00, 4.376966e+02, -1.205700e+00, 3.503716e+02, 2.419360e+01, 1
1, 5.580376e+01, 2.191039e+00, -5.762649e-01, 5.731254e+01, -2.216329e+00, 1.887399e+00, 4.818992e+01, 1.956133e+00, 5.174475e+02, 9.894038e+01, 1
1, 2.165944e+02, -2.845521e-01, 2.745110e+00, 4.716512e+02, -1.136265e+00, -4.635678e-01, 1.708522e+02, 3.026853e+00, 7.000858e+02, 5.401935e+01, 1
1, 7.587313e+01, 9.664495e-01, -1.370847e-01, 1.940422e+02, 9.891065e-01, -1.135634e+00, 2.374336e+02, -7.127731e-01, 1.183109e+02, 7.620592e+01, 1
1, 2.225644e+02, 1.086433e+00, 2.384079e+00, 1.952854e+02, -2.212037e-01, -1.085989e+00, 5.019766e+01, 3.137551e+00, 5.055485e+02, 7.777038e+01, 1
1, 1.810853e+02, -5.731435e-01, 6.553395e-01, 4.932487e+01, 1.137065e+00, 2.485191e+00, 1.106298e+02, -2.106694e+00, 2.362764e+02, 2.779965e+02, 1
1, 5.666198e+01, -1.952622e-01, 4.917330e-01, 3.782464e+02, -3.747432e-01, 9.618610e-01, 3.385503e+02, 8.268507e-01, 7.938938e+01, 4.619775e+01, 1
1, 2.748469e+01, 2.639611e-01, -3.474691e-01, 4.073121e+01, -7.399034e-01, 2.670716e+00, 1.979556e+02, -1.246871e+00, 7.567585e+01, 6.412764e+01, 1
1, 5.426499e+02, -9.211264e-01, 2.347953e+00, 1.657589e+02, -5.266123e-01, 2.202060e+00, 5.984836e+01, 2.287334e+00, 1.392525e+02, 1.092272e+01, 1
1, 5.730311e+01, -1.418030e+00, -9.491392e-01, 3.001697e+02, 6.563427e-01, 1.634129e+00, 1.031662e+02, -8.553443e-01, 4.106549e+02, 7.209048e+00, 1
1, 4.020192e+01, -1.197917e+00, -1.069355e+00, 1.260516e+02, 8.815728e-01, 2.401365e+00, 4.658044e+02, -1.264495e+00, 2.261068e+02, 2.666130e+01, 1
1, 5.436549e+01, 1.905622e-01, -2.660045e+00, 3.901268e+02, 5.928449e-01, -2.826196e+00, 1.306298e+02, -2.969990e+00, 7.147481e+01, 2.601522e+01, 1
1, 2.886446e+02, -1.329846e+00, 1.819253e+00, 1.685337e+02, -1.117121e-01, -2.264869e+00, 9.664250e+01, -1.357010e+00, 4.878508e+02, 3.339877e+02, 1
1, 5.072213e+02, -2.504462e-01, 8.725361e-01, 3.467233e+01, 8.969603e-02, -1.269050e+00, 2.466608e+02, 9.574702e-01, 2.376898e+02, 3.003310e+01, 1
1, 7.801315e+01, 2.205073e+00, 5.537182e-01, 1.813211e+02, -1.319273e+00, 3.013236e+00, 1.063086e+02, -1.455597e-01, 7.097571e+02, 6.239259e+01, 1
1, 1.381614e+02, 2.031493e+00, 1.835704e+00, 3.104761e+02, 1.576493e+00, 1.422065e+00, 1.054384e+02, 9.125108e-01, 1.308535e+02, 1.075107e+02, 1
1, 6.572820e+01, 4.158749e-02, 2.158771e+00, 2.042939e+02, -1.333373e-01, 1.140634e+00, 2.547084e+02, 1.532930e+00, 1.159226e+02, 7.966188e+01, 1
1, 1.380550e+02, -1.071804e+00, -1.653147e+00, 3.022203e+02, -8.625715e-01, -1.121619e+00, 2.188511e+02, -1.162764e+00, 1.208564e+02, 8.438709e+01, 1
1, 2.160969e+02, 9.965463e-01, 4.889393e-01, 1.555962e+02, -1.224659e+00, -5.589676e-01, 3.335157e+01, 8.663473e-01, 5.294922e+02, 3.185025e+01, 1
1, 2.893847e+02, 1.292404e+00, -2.191512e+00, 1.877247e+02, -4.902594e-01, 1.277683e+00, 2.138315e+02, -2.388340e+00, 6.601535e+02, 4.888313e+01, 1
1, 4.308777e+02, 1.307552e+00, 2.739153e+00, 7.632866e+02, 5.065163e-01, -4.157417e-01, 1.680579e+02, 2.474177e+00, 1.243322e+03, 7.109544e+01, 1
1, 1.539259e+02, 5.523580e-01, 1.881171e+00, 3.652687e+02, 1.378611e-01, 1.978745e+00, 1.824071e+02, -3.010713e+00, 1.038597e+02, 2.147766e+02, 1
1, 2.197218e+02, 1.857014e+00, -1.487028e+00, 1.797474e+02, -4.158977e-01, -9.938020e-02, 4.283194e+01, -1.520458e+00, 6.125963e+02, 3.242897e+00, 1
1, 6.314072e+02, 4.138831e-01, 1.148380e+00, 4.471493e+02, 3.040391e-01, -2.018397e+00, 3.045051e+02, 1.063499e+00, 1.070573e+03, 3.720783e+01, 1
1, 1.677908e+02, -1.014822e+00, -1.140783e+00, 3.992452e+02, -6.224209e-01, -8.031181e-01, 3.012859e+02, -8.268416e-01, 1.553999e+02, 7.029701e+01, 1
1, 1.380938e+02, 5.516633e-01, 7.325866e-01, 9.258822e+02, 3.447029e-02, -2.147764e+00, 3.334035e+02, 1.124217e+00, 7.558467e+02, 8.349666e+01, 1
1, 2.809987e+02, -8.756663e-01, 8.185834e-01, 1.621623e+02, 3.511052e-01, -2.790736e+00, 1.591759e+02, -2.672895e+00, 5.035255e+02, 4.165248e+02, 1
1, 2.737885e+02, -1.128772e+00, 2.304305e+00, 6.009754e+02, -2.217072e-01, -9.067030e-01, 2.226037e+02, 1.944963e+00, 9.039695e+02, 8.823529e+01, 1
1, 2.726027e+01, 2.147660e+00, 1.413422e+00, 1.304180e+02, 6.311813e-03, -7.969239e-01, 2.528795e+02, 2.614702e+00, 1.893684e+02, 9.384937e+01, 1
1, 5.329933e+01, 6.326472e-01, 2.282274e+00, 7.379512e+01, -2.797577e-01, -9.882700e-01, 3.473367e+02, 2.610709e+00, 1.390296e+02, 4.448693e+01, 1
1, 4.980976e+01, 5.388123e-01, 2.091035e+00, 2.990306e+02, 2.297008e-01, 1.733441e+00, 3.074310e+02, 1.542505e+00, 6.153763e+01, 6.703059e+01, 1
1, 9.192218e+01, 1.598930e+00, -2.046999e+00, 5.461318e+01, 6.959401e-01, -9.396943e-01, 2.106351e+02, -2.070662e+00, 1.004368e+02, 3.292511e+00, 1
1, 6.387053e+01, -1.095664e+00, -2.494195e+00, 2.508509e+02, -1.268409e+00, 2.876917e+00, 2.486930e+02, 3.127135e+00, 1.182103e+02, 8.190098e+01, 1
1, 1.857548e+02, 1.064134e+00, 6.535025e-01, 3.278383e+02, -8.723924e-01, -2.555871e+00, 1.398099e+02, 1.015380e+00, 7.455784e+02, 5.799998e+01, 1
1, 4.363769e+02, 1.316172e+00, -2.820935e+00, 1.458373e+02, -1.213111e+00, 5.060987e-01, 1.479189e+02, -2.610795e+00, 9.641401e+02, 5.329077e+01, 1
1, 9.299157e+01, -6.921912e-01, 8.648437e-01, 5.583341e+02, -5.602970e-01, 3.272080e-01, 1.957907e+02, 3.647242e-01, 1.341541e+02, 6.678149e+01, 1
1, 1.743906e+02, -1.061593e+00, -2.108610e+00, 4.515803e+02, 1.457602e+00, 9.046972e-01, 1.409625e+02, -1.785329e+00, 1.069262e+03, 5.046625e+01, 1
1, 1.659602e+02, -3.898758e-01, 1.550830e-01, 3.847617e+02, 1.009126e+00, -3.093713e+00, 1.243364e+02, 2.678574e+00, 6.338947e+02, 2.736856e+02, 1
1, 7.603838e+01, 9.341893e-01, 1.016847e+00, 1.163792e+02, 3.909828e-01, 1.586111e-01, 3.758654e+01, -6.179138e-01, 9.444431e+01, 7.798340e+01, 1
1, 2.142400e+02, 1.194327e+00, -1.149075e+00, 1.065479e+02, 5.557263e-01, 1.130606e+00, 4.812920e+01, -1.722870e+00, 2.930555e+02, 5.746943e+01, 1
1, 3.715381e+01, -8.374299e-01, -6.725554e-02, 3.196938e+02, -1.689528e-01, -2.942732e+00, 8.228816e+01, 1.216272e+00, 2.338898e+02, 6.619781e+01, 1
1, 2.110535e+02, -5.349468e-01, -1.435842e-01, 2.772569e+02, -6.802569e-01, 3.614644e-01, 3.915847e+02, 1.807237e-01, 1.288148e+02, 9.282431e+01, 1
1, 1.086952e+02, 1.424430e+00, 6.565728e-01, 8.770346e+01, -2.490608e-02, -2.724596e+00, 2.916107e+02, 8.299686e-01, 2.483523e+02, 3.083198e+01, 1
1, 8.780660e+01, -8.263822e-01, 2.017136e+00, 5.945201e+01, 9.777552e-01, -1.424314e+00, 1.887360e+02, 2.221699e+00, 2.063509e+02, 2.628817e+01, 1
1, 8.066252e+01, -8.464427e-01, -1.566317e+00, 8.798527e+01, 7.324308e-02, -1.436905e+00, 4.954452e+02, -1.333635e+00, 8.340337e+01, 4.641053e+01, 1
1, 4.214959e+02, 5.914606e-01, 8.875405e-02, 3.623820e+01, 5.340790e-01, 1.167521e+00, 7.316070e+01, -2.715512e+00, 1.294910e+02, 3.462253e+02, 1
1, 5.568254e+02, -4.679251e-01, 2.904636e+00, 7.084742e+01, 8.790073e-01, -1.133753e-01, 2.076151e+02, 9.455972e-01, 4.912365e+02, 5.645692e+02, 1
1, 8.904659e+01, -6.627241e-01, -3.008653e+00, 6.838404e+02, 1.041335e+00, 1.332547e-01, 1.700633e+02, -2.666573e+00, 6.856847e+02, 4.189114e+01, 1
1, 2.637347e+01, -2.976323e-01, 6.192680e-01, 1.105592e+02, 1.609834e-01, -3.123306e+00, 7.156686e+01, 1.942095e+00, 1.066079e+02, 5.337069e+01, 1
1, 5.905640e+01, -9.636153e-01, 3.003279e+00, 1.185654e+02, 5.842216e-01, -3.131122e+00, 4.283498e+01, 1.371327e-01, 1.442110e+02, 9.963935e+01, 1
1, 9.562727e+01, 2.683849e-01, 2.752831e+00, 2.134431e+02, -7.421548e-01, -3.058071e-01, 6.836020e+02, 2.513083e+00, 3.237438e+02, 6.115129e+01, 1
1, 3.291043e+01, -8.693672e-01, -1.390771e+00, 1.120070e+02, -1.698559e+00, -5.570607e-01, 1.281790e+02, 1.873388e-01, 7.474134e+01, 9.218758e+01, 1
1, 1.752584e+02, 2.270160e+00, 2.036533e+00, 1.381395e+02, -1.154529e+00, -2.177855e+00, 6.046982e+01, 9.874906e-01, 8.784675e+02, 1.031103e+02, 1
1, 1.025951e+02, -4.151793e-01, -9.097668e-01, 1.329919e+02, -2.016668e-01, 1.642195e+00, 1.112902e+02, 2.925211e+00, 2.255777e+02, 2.009932e+02, 1
1, 6.194575e+01, -1.456111e+00, 1.735989e+00, 1.779327e+02, 1.080675e+00, -9.012615e-01, 1.223089e+02, 2.447770e+00, 4.003357e+02, 6.065612e+01, 1
1, 3.891182e+02, 9.799498e-01, -1.262826e+00, 6.252268e+02, -2.006610e-01, 1.968739e+00, 2.042021e+02, -1.414008e+00, 1.165987e+03, 4.257527e+01, 1
1, 1.459466e+02, -9.829031e-01, 4.754827e-01, 1.994192e+02, -5.837544e-01, -2.372222e-01, 3.821542e+02, -2.360868e+00, 1.408066e+02, 4.668405e+02, 1
1, 1.176420e+02, -8.621761e-01, -6.041773e-01, 1.194239e+02, -4.042426e-01, 1.447158e+00, 3.393887e+02, -8.587267e-01, 2.104440e+02, 5.072581e+01, 1
1, 3.443020e+02, 1.076423e-01, 7.550111e-01, 8.687402e+01, 6.714262e-01, 3.438089e-01, 1.922064e+02, 6.530384e-01, 1.232272e+02, 2.622100e+01, 1
1, 2.214617e+02, -1.006705e+00, 2.553221e+00, 5.630663e+01, 1.841670e-01, 5.796243e-01, 3.354749e+02, 2.804972e+00, 2.349791e+02, 6.843908e+01, 1
1, 2.924367e+01, 2.291795e+00, -7.217855e-01, 2.583557e+01, -1.614638e+00, -7.169868e-02, 4.872767e+01, 2.787899e+00, 1.909217e+02, 7.422264e+01, 1
1, 2.032902e+02, -9.092075e-01, -1.489800e+00, 7.378051e+01, -1.504798e-01, 2.111029e+00, 4.872427e+02, -1.550384e+00, 2.575383e+02, 1.906443e+01, 1
1, 1.023753e+02, -2.422206e+00, -1.797216e+00, 3.691361e+02, -5.482785e-01, -1.634196e+00, 1.574710e+02, -1.776652e+00, 4.236410e+02, 2.610895e+00, 0
1, 9.599389e+01, -1.584029e+00, 1.395360e+00, 1.165549e+02, -1.478599e+00, 9.628009e-01, 4.973027e+02, 1.305171e+00, 4.895179e+01, 1.969853e+01, 1
1, 1.239446e+02, -1.322628e+00, -1.580314e+00, 2.140521e+02, -1.107411e+00, -1.939264e+00, 2.079410e+02, -2.119801e+00, 6.915727e+01, 8.556280e+01, 1
1, 1.630985e+02, -1.099045e+00, -1.387402e+00, 1.024065e+02, -5.795050e-02, -1.616368e+00, 1.088154e+02, -1.173974e+00, 1.453870e+02, 2.837893e+01, 1
1, 9.083109e+01, -1.129264e+00, -1.788726e+00, 1.212900e+02, -6.730056e-01, -1.232603e+00, 6.504301e+02, -1.720677e+00, 7.736223e+01, 1.653694e+01, 1
1, 1.799069e+02, -9.622542e-01, 7.494375e-01, 1.602301e+02, 1.516509e-01, -2.778399e+00, 5.795161e+02, 6.125707e-01, 3.884853e+02, 4.415863e+01, 1
1, 6.437812e+01, -5.559957e-01, 2.020891e+00, 5.314720e+02, -1.432099e-01, 2.251386e+00, 2.702074e+02, 2.517020e+00, 9.453480e+01, 6.476621e+01, 1
1, 1.552209e+02, -1.638305e+00, 2.553295e+00, 1.116312e+02, -1.567435e+00, 1.794216e+00, 1.892338e+02, 2.369107e+00, 1.000391e+02, 3.152273e+01, 1
1, 2.043484e+02, -9.035237e-01, -2.431388e+00, 4.951867e+02, -1.346612e+00, -2.368819e+00, 1.033719e+02, -2.113689e+00, 1.523872e+02, 4.598068e+01, 1
1, 3.463496e+02, 5.729635e-01, -1.942569e+00, 6.057737e+02, -4.254101e-01, 1.293366e+00, 1.606295e+02, -1.804125e+00, 1.033854e+03, 3.262866e+01, 1
1, 7.029847e+02, -1.281519e-01, -2.924308e-01, 7.394951e+01, -5.770603e-01, -6.016578e-01, 2.187414e+02, -3.845550e-01, 1.269486e+02, 3.611257e+01, 1
1, 7.634013e+01, -1.236544e+00, -5.313194e-01, 5.850890e+02, 1.071138e+00, 2.628188e+00, 5.655626e+02, -3.874622e-01, 7.477175e+02, 2.986577e+01, 1
1, 2.961948e+01, 9.924976e-01, -1.290366e+00, 2.044291e+02, 5.869569e-01, -1.655438e+00, 9.959540e+01, -2.900082e+00, 4.760769e+01, 7.829107e+01, 1
1, 5.537931e+01, 1.839046e-01, -2.611837e+00, 2.391950e+02, 6.857225e-02, -3.014262e+00, 3.140608e+02, -3.114894e+00, 5.631158e+01, 6.564616e+01, 1
1, 3.287194e+02, 2.282423e-01, -1.837448e+00, 5.377179e+01, -9.310196e-01, 9.082817e-01, 5.429677e+02, -1.843816e+00, 3.076647e+02, 2.690124e+00, 1
1, 3.446214e+01, -1.052473e+00, 2.255527e+00, 5.830174e+01, 1.298285e+00, -5.073420e-01, 1.798005e+02, 1.866495e+00, 1.585066e+02, 3.043050e+01, 1
1, 2.183214e+02, 7.907166e-01, 3.023178e+00, 1.534663e+02, 5.432643e-01, -2.730333e+00, 5.034111e+01, -6.064547e-01, 1.106367e+02, 2.034599e+02, 1
1, 4.909839e+01, -1.033147e+00, -1.507696e+00, 6.507050e+01, 4.986607e-01, 1.229889e+00, 1.680362e+02, -1.373199e+00, 1.466650e+02, 1.220730e+01, 1
1, 6.298904e+01, -1.786188e+00, -7.843201e-01, 9.240920e+01, 9.342567e-01, 2.147789e+00, 1.059516e+02, -1.520276e+00, 3.178319e+02, 5.877499e+01, 1
1, 1.333535e+02, 1.990124e+00, 2.706386e+00, 1.563786e+02, 1.107631e+00, 2.580710e+00, 4.831686e+01, 1.622875e+00, 1.361407e+02, 8.278061e+01, 1
1, 4.759142e+01, 8.559825e-01, 1.336403e+00, 2.689082e+02, 9.253981e-01, 6.670260e-01, 4.042103e+02, 7.565882e-01, 8.616786e+01, 7.929704e+01, 1
1, 1.960302e+02, -1.144839e+00, -3.006491e+00, 1.800728e+02, -1.456270e+00, -2.459077e+00, 4.657119e+02, -2.873294e+00, 1.192855e+02, 4.021567e+01, 1
1, 4.673226e+02, -7.183803e-01, 5.233697e-01, 6.691789e+01, -1.092123e+00, -1.664092e-01, 1.112029e+02, 3.112103e-01, 1.401553e+02, 4.827408e+01, 1
1, 3.819288e+02, 3.790337e-01, -1.249099e+00, 1.274239e+02, -8.632740e-01, 1.854107e+00, 1.496497e+02, -1.056660e+00, 5.296548e+02, 4.593589e+01, 1
1, 3.811042e+01, -1.705858e-01, 5.640397e-01, 1.329257e+02, 1.962957e-01, 1.323500e+00, 6.836832e+02, 9.676754e-01, 5.987090e+01, 6.471229e+01, 1
1, 3.490555e+01, -2.433303e+00, -3.029825e+00, 1.273719e+02, -2.299387e+00, -2.318723e+00, 8.846245e+01, -2.048465e+00, 5.119878e+01, 5.237038e+01, 1
1, 9.953194e+01, -1.114312e+00, -2.630660e+00, 4.557845e+02, 2.634665e-01, 2.860525e-01, 8.183700e+01, 3.113758e+00, 5.383283e+02, 4.803878e+01, 1
1, 4.206324e+02, -2.089081e-01, -3.852560e-02, 2.205806e+02, 3.829079e-01, 2.873369e+00, 3.004830e+02, -2.779153e+00, 6.331479e+02, 6.967940e+02, 1
1, 5.952802e+01, -1.112916e+00, 6.343266e-01, 5.116374e+01, 1.795130e+00, -1.816914e+00, 4.738381e+01, 8.667996e-02, 2.464716e+02, 2.872337e+01, 1
1, 3.147066e+01, -1.426026e+00, -2.149953e+00, 6.716606e+02, 7.554528e-01, 1.358627e+00, 1.305236e+02, -1.638289e+00, 4.944388e+02, 3.243652e+01, 1
1, 1.029361e+02, 9.639160e-01, -1.606630e+00, 2.902163e+02, -1.495910e+00, 1.615968e+00, 2.682539e+02, -1.722429e+00, 6.428168e+02, 1.923175e+01, 1
1, 1.261932e+02, -1.183869e+00, 1.268073e+00, 5.976253e+01, 1.571730e+00, -2.638949e+00, 1.806328e+02, 1.464142e+00, 3.607968e+02, 2.955491e+01, 1
1, 5.331865e+01, 9.378856e-01, 1.424576e+00, 1.542428e+02, -8.337536e-02, -1.407256e+00, 1.095240e+02, 2.430455e+00, 2.051263e+02, 7.366721e+01, 1
1, 2.938880e+02, 6.234716e-01, 4.163509e-02, 1.793257e+02, 1.065020e-01, -2.811401e+00, 5.032348e+02, 8.696268e-02, 4.707043e+02, 1.743018e+01, 1
1, 1.521334e+02, -7.598636e-03, -2.177983e+00, 4.488333e+02, -4.256981e-01, -2.125610e+00, 1.309319e+02, 1.168433e+00, 1.162366e+02, 2.807912e+02, 1
1, 1.761396e+02, -1.736182e+00, 1.603762e+00, 6.785099e+01, -3.028605e-01, -2.374408e+00, 1.431321e+02, 5.245647e-01, 2.652003e+02, 1.631602e+02, 1
1, 4.446458e+02, 1.127570e+00, -6.349131e-01, 1.225520e+02, 8.111323e-01, 2.727846e+00, 1.366385e+02, -3.205807e-01, 4.709508e+02, 7.716022e+01, 1
1, 3.956390e+02, 5.421291e-01, -2.997768e+00, 1.068702e+02, 1.535007e-01, 2.859426e+00, 2.087069e+02, 2.991032e+00, 1.201698e+02, 8.428778e+01, 1
1, 1.881578e+02, 6.361919e-01, -2.662822e+00, 6.900727e+01, 4.504326e-01, 1.332683e+00, 3.435437e+01, -1.292951e+00, 2.100285e+02, 1.017249e+02, 1
1, 3.029396e+02, 1.058549e+00, -4.515860e-01, 5.165138e+02, -9.502024e-01, 2.527413e+00, 3.724724e+02, -1.819461e-01, 1.224818e+03, 9.030106e+01, 1
1, 5.698752e+01, -9.785355e-01, -2.328334e+00, 6.171676e+02, -2.803536e-01, 1.356559e+00, 1.210663e+02, -1.112086e+00, 3.914661e+02, 9.491123e+01, 1
1, 1.723029e+02, -3.406506e-01, -2.453151e+00, 1.094659e+02, 1.578381e+00, 7.453959e-01, 7.411268e+01, -2.592197e+00, 4.124421e+02, 1.570007e+01, 1
1, 2.381264e+02, -5.360091e-01, -4.751656e-01, 8.016485e+01, -3.682317e-01, 2.418090e+00, 1.425518e+02, -2.537006e-01, 2.753847e+02, 4.071995e+01, 1
1, 3.740108e+01, -1.145489e+00, -1.952591e+00, 3.749005e+02, -8.667349e-01, -1.079956e+00, 3.694318e+02, -1.401365e+00, 1.091171e+02, 6.397741e+01, 1
1, 1.938993e+02, 2.074700e+00, -1.551143e+00, 9.170697e+01, 1.189419e+00, 1.324890e+00, 1.441149e+02, -1.034360e+00, 2.922373e+02, 8.542928e+01, 1
1, 2.515854e+02, -1.335894e-01, -3.985995e-01, 7.417757e+01, -5.001830e-01, -8.340179e-01, 4.808885e+02, -4.332294e-01, 7.894119e+01, 1.204465e+01, 1
1, 1.183069e+02, -1.641902e+00, 1.212171e-01, 7.557884e+01, 8.100241e-01, 2.825011e+00, 1.954633e+02, 2.825994e-01, 3.478657e+02, 2.451445e+01, 1
1, 3.385160e+01, -5.291634e-01, 2.798543e+00, 4.685813e+02, -4.738051e-01, -2.989304e+00, 1.316932e+02, -2.579220e+00, 6.344095e+01, 5.840976e+01, 1
1, 1.553298e+02, -1.860619e+00, 2.097814e-01, 9.092859e+01, 7.414494e-01, -2.876641e+00, 5.951824e+01, -3.643746e-01, 4.699708e+02, 5.445034e+01, 1
1, 1.196934e+02, -1.855576e+00, -3.059040e+00, 1.314267e+02, -7.032246e-01, 1.202637e+00, 1.291496e+02, 2.937162e+00, 2.632943e+02, 3.555876e+01, 1
1, 1.475089e+02, 3.497530e-01, 1.789647e+00, 8.010727e+02, 3.444097e-01, -1.610244e+00, 5.202793e+01, 1.782379e+00, 7.053659e+02, 6.367262e-01, 1
1, 4.238825e+01, -2.247831e-01, -2.929791e+00, 4.143685e+01, -5.308585e-01, 2.650345e+00, 2.016687e+02, -1.956555e+00, 3.328913e+01, 8.647353e+01, 1
1, 3.743501e+01, 7.975055e-01, -2.814010e+00, 2.608474e+02, 8.451008e-01, 2.231551e+00, 2.311196e+02, 2.480325e+00, 1.160660e+02, 8.827686e+01, 1
1, 2.515989e+02, -6.279393e-01, -1.169479e+00, 9.661630e+01, -4.563399e-02, -9.536643e-01, 4.337013e+02, -8.771319e-01, 9.940085e+01, 9.622801e+01, 1
1, 3.342292e+02, 2.316084e-01, 1.248266e+00, 6.460051e+01, -3.824609e-01, -2.180972e+00, 2.996985e+02, 1.344335e+00, 3.056529e+02, 3.039338e+01, 1
1, 2.378191e+02, -9.896799e-01, -2.904021e+00, 1.789096e+02, -8.017365e-01, -2.201022e+00, 9.886490e+01, -2.542503e+00, 1.496857e+02, 5.513245e+01, 1
1, 7.220962e+01, -2.018342e+00, -5.271379e-01, 1.219451e+02, 1.936553e+00, -2.457668e+00, 3.620766e+01, 8.912336e-01, 6.826747e+02, 6.659672e+01, 1
